ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	0	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     182	   0.000%	 155.114	  -0.448%	 155.809	 -48.151%	 229.803	   9.369%	 140.581	   9.218%	 140.816	   2.193%	 151.711	  12.492%	 135.737	   9.190%	 140.858	   9.201%	 140.842	  -6.766%	 165.609	  -7.742%	 167.123	  -3.121%	 159.955	  -6.944%	 165.886
     183	   0.000%	 156.006	  -0.358%	 156.565	 -47.741%	 230.485	   9.145%	 141.740	   9.135%	 141.755	   2.108%	 152.717	  12.327%	 136.775	   9.191%	 141.667	   9.310%	 141.482	  -6.904%	 166.777	  -7.609%	 167.877	  -3.125%	 160.881	  -7.090%	 167.067
     184	   0.000%	 151.437	  -0.568%	 152.297	 -49.153%	 225.873	   9.522%	 137.017	   9.573%	 136.940	   1.992%	 148.421	  12.860%	 131.963	   9.531%	 137.004	   9.631%	 136.852	  -6.855%	 161.818	  -7.582%	 162.919	  -3.029%	 156.024	  -6.956%	 161.972
     185	   0.000%	 155.069	  -0.494%	 155.834	 -48.025%	 229.541	   9.223%	 140.767	   9.169%	 140.851	   2.270%	 151.548	  12.487%	 135.706	   9.219%	 140.773	   9.208%	 140.790	  -6.852%	 165.694	  -7.615%	 166.877	  -3.102%	 159.880	  -6.991%	 165.910
     186	   0.000%	 155.738	  -0.634%	 156.726	 -48.134%	 230.702	   8.858%	 141.943	   9.061%	 141.628	   1.977%	 152.659	  12.334%	 136.529	   8.987%	 141.743	   9.009%	 141.707	  -7.107%	 166.807	  -7.799%	 167.885	  -3.298%	 160.875	  -7.191%	 166.937
     187	   0.000%	 156.747	  -0.650%	 157.765	 -47.632%	 231.408	   8.782%	 142.981	   9.060%	 142.545	   2.009%	 153.598	  12.233%	 137.572	   8.926%	 142.756	   8.965%	 142.694	  -6.948%	 167.637	  -7.771%	 168.927	  -3.203%	 161.767	  -7.108%	 167.888
     188	   0.000%	 152.413	  -0.330%	 152.916	 -48.546%	 226.404	   9.502%	 137.931	   9.537%	 137.878	   2.016%	 149.340	  12.662%	 133.115	   9.433%	 138.035	   9.547%	 137.862	  -6.687%	 162.606	  -7.592%	 163.984	  -3.079%	 157.106	  -6.943%	 162.996
     189	   0.000%	 155.893	  -0.498%	 156.669	 -47.799%	 230.408	   9.016%	 141.837	   9.107%	 141.695	   2.055%	 152.689	  12.210%	 136.858	   9.166%	 141.604	   9.132%	 141.657	  -7.012%	 166.824	  -7.773%	 168.011	  -3.105%	 160.734	  -7.146%	 167.033
     190	   0.000%	 157.015	  -0.574%	 157.915	 -46.818%	 230.526	   9.100%	 142.727	   8.937%	 142.982	   2.211%	 153.544	  12.397%	 137.549	   9.094%	 142.736	   8.993%	 142.895	  -6.832%	 167.742	  -7.671%	 169.059	  -3.086%	 161.861	  -6.903%	 167.854
     191	   0.000%	 157.992	  -0.556%	 158.871	 -47.342%	 232.788	   9.126%	 143.573	   9.120%	 143.582	   1.931%	 154.941	  12.253%	 138.633	   8.976%	 143.810	   9.047%	 143.698	  -6.753%	 168.662	  -7.471%	 169.795	  -2.970%	 162.683	  -6.793%	 168.724
     192	   0.000%	 147.517	  -0.641%	 148.464	 -58.684%	 234.087	   9.657%	 133.271	   9.391%	 133.664	   2.075%	 144.456	  12.832%	 128.588	   9.582%	 133.383	   9.671%	 133.251	  -4.498%	 154.152	  -2.800%	 151.647	   2.074%	 144.458	  -2.007%	 150.478
     193	   0.000%	 157.881	  -0.409%	 158.526	 -52.873%	 241.357	   8.732%	 144.095	   8.902%	 143.826	   1.926%	 154.840	  12.098%	 138.780	   8.862%	 143.890	   8.797%	 143.993	  -3.889%	 164.022	  -2.415%	 161.694	   2.202%	 154.405	  -1.827%	 160.765
     194	   0.000%	 158.529	  -0.545%	 159.392	 -52.635%	 241.971	   8.649%	 144.818	   8.688%	 144.755	   1.910%	 155.502	  11.996%	 139.511	   8.931%	 144.371	   8.688%	 144.756	  -4.035%	 164.926	  -2.398%	 162.331	   2.033%	 155.306	  -1.929%	 161.587
     195	   0.000%	 160.981	  -0.294%	 161.453	 -51.574%	 244.005	   9.000%	 146.492	   8.886%	 146.676	   2.110%	 157.583	  12.212%	 141.321	   8.931%	 146.604	   8.946%	 146.580	  -3.694%	 166.927	  -1.943%	 164.108	   2.343%	 157.208	  -1.355%	 163.162
     196	   0.000%	 155.269	  -0.409%	 155.904	 -55.562%	 241.539	   9.030%	 141.248	   9.142%	 141.075	   1.992%	 152.177	  12.055%	 136.552	   9.214%	 140.963	   9.048%	 141.221	  -5.567%	 163.913	  -4.056%	 161.566	   0.494%	 154.503	  -3.497%	 160.699
     197	   0.000%	 158.747	  -0.478%	 159.507	 -54.332%	 244.998	   8.772%	 144.822	   8.797%	 144.783	   1.941%	 155.666	  12.089%	 139.557	   8.741%	 144.871	   8.999%	 144.461	  -5.715%	 167.819	  -4.067%	 165.203	   0.443%	 158.044	  -3.242%	 163.894
     198	   0.000%	 159.531	  -0.486%	 160.306	 -54.257%	 246.088	   8.947%	 145.258	   8.804%	 145.486	   1.753%	 156.735	  11.792%	 140.720	   8.758%	 145.559	   8.636%	 145.755	  -5.737%	 168.684	  -4.037%	 165.971	   0.162%	 159.273	  -3.550%	 165.195
     199	   0.000%	 160.459	  -0.528%	 161.307	 -53.780%	 246.753	   9.165%	 145.753	   8.539%	 146.758	   1.713%	 157.710	  11.895%	 141.372	   8.748%	 146.423	   8.550%	 146.740	  -5.631%	 169.495	  -4.297%	 167.354	   0.269%	 160.028	  -3.469%	 166.026
     200	   0.000%	 155.948	  -0.479%	 156.695	 -55.302%	 242.190	   8.734%	 142.327	   8.833%	 142.173	   1.771%	 153.187	  12.042%	 137.169	   8.863%	 142.127	   9.017%	 141.887	  -5.848%	 165.068	  -4.134%	 162.395	   0.455%	 155.240	  -3.531%	 161.455
     201	   0.000%	 160.379	  -0.580%	 161.309	 -54.008%	 246.997	   8.555%	 146.658	   8.582%	 146.615	   1.727%	 157.609	  11.828%	 141.409	   8.629%	 146.540	   8.592%	 146.600	  -5.770%	 169.633	  -4.052%	 166.877	   0.298%	 159.901	  -3.435%	 165.888
     202	   0.000%	 161.588	  -0.370%	 162.186	 -53.256%	 247.643	   8.685%	 147.554	   8.873%	 147.251	   2.133%	 158.142	  11.866%	 142.414	   8.706%	 147.520	   8.745%	 147.456	  -5.568%	 170.585	  -3.991%	 168.037	   0.267%	 161.156	  -3.313%	 166.942
     203	   0.000%	 162.314	  -0.551%	 163.209	 -53.116%	 248.529	   8.721%	 148.159	   8.770%	 148.079	   1.877%	 159.268	  11.813%	 143.141	   8.725%	 148.153	   8.645%	 148.282	  -5.563%	 171.345	  -4.053%	 168.893	   0.220%	 161.957	  -3.577%	 168.121
     204	   0.000%	 158.765	  -0.414%	 159.421	 -54.023%	 244.534	   8.863%	 144.694	   8.792%	 144.805	   1.820%	 155.875	  12.083%	 139.582	   9.034%	 144.422	   8.807%	 144.781	  -5.658%	 167.747	  -4.044%	 165.185	   0.384%	 158.154	  -3.370%	 164.115
     205	   0.000%	 162.326	  -0.485%	 163.113	 -53.349%	 248.925	   8.655%	 148.277	   8.558%	 148.434	   1.800%	 159.403	  11.784%	 143.196	   8.637%	 148.305	   8.706%	 148.193	  -5.566%	 171.361	  -4.112%	 169.001	   0.154%	 162.076	  -3.538%	 168.069
     206	   0.000%	 162.987	  -0.679%	 164.093	 -53.043%	 249.440	   8.499%	 149.134	   8.401%	 149.294	   1.617%	 160.351	  11.519%	 144.212	   8.451%	 149.213	   8.745%	 148.734	  -5.593%	 172.102	  -4.166%	 169.777	  -0.083%	 163.121	  -3.723%	 169.054
     207	   0.000%	 164.452	  -0.202%	 164.785	 -52.355%	 250.552	   8.850%	 149.898	   8.758%	 150.050	   2.284%	 160.695	  11.766%	 145.103	   8.812%	 149.961	   8.780%	 150.013	  -5.222%	 173.039	  -3.740%	 170.603	   0.400%	 163.795	  -3.294%	 169.870
     208	   0.000%	 159.414	  -0.598%	 160.368	 -54.337%	 246.035	   8.527%	 145.821	   8.672%	 145.590	   1.386%	 157.205	  11.615%	 140.899	   8.620%	 145.673	   8.585%	 145.729	  -5.859%	 168.755	  -4.174%	 166.069	   0.151%	 159.173	  -3.689%	 165.296
     209	   0.000%	 163.065	  -0.696%	 164.200	 -53.447%	 250.218	   8.534%	 149.149	   8.371%	 149.415	   1.505%	 160.611	  11.578%	 144.185	   8.573%	 149.084	   8.472%	 149.250	  -5.601%	 172.198	  -4.134%	 169.806	   0.239%	 162.675	  -3.546%	 168.847
     210	   0.000%	 163.821	  -0.561%	 164.740	 -53.023%	 250.685	   8.424%	 150.021	   8.564%	 149.791	   1.812%	 160.853	  11.465%	 145.039	   8.449%	 149.980	   8.287%	 150.245	  -5.673%	 173.115	  -4.041%	 170.442	   0.083%	 163.686	  -3.665%	 169.826
     211	   0.000%	 164.919	  -0.429%	 165.626	 -52.557%	 251.596	   8.499%	 150.903	   8.384%	 151.091	   1.838%	 161.887	  11.521%	 145.919	   8.338%	 151.168	   8.483%	 150.929	  -5.626%	 174.197	  -4.043%	 171.586	   0.228%	 164.543	  -3.461%	 170.627
     212	   0.000%	 160.769	  -0.368%	 161.361	 -53.570%	 246.892	   9.307%	 145.806	   8.638%	 146.881	   1.942%	 157.646	  11.893%	 141.648	   8.872%	 146.506	   8.804%	 146.615	  -5.449%	 169.530	  -3.920%	 167.072	   0.442%	 160.058	  -3.324%	 166.113
     213	   0.000%	 163.960	  -0.556%	 164.873	 -52.964%	 250.800	   8.396%	 150.193	   8.445%	 150.114	   1.817%	 160.980	  11.538%	 145.042	   8.627%	 149.815	   8.463%	 150.084	  -5.683%	 173.278	  -3.977%	 170.481	   0.181%	 163.663	  -3.497%	 169.694
     214	   0.000%	 164.868	  -0.606%	 165.867	 -53.011%	 252.265	   8.563%	 150.750	   8.470%	 150.904	   1.651%	 162.145	  11.481%	 145.940	   8.389%	 151.037	   8.410%	 151.002	  -5.693%	 174.254	  -4.124%	 171.666	   0.107%	 164.691	  -3.536%	 170.697
     215	   0.000%	 165.817	  -0.701%	 166.979	 -52.319%	 252.570	   8.399%	 151.889	   8.311%	 152.035	   1.835%	 162.775	  11.370%	 146.963	   8.329%	 152.005	   8.427%	 151.844	  -5.465%	 174.878	  -4.120%	 172.648	   0.066%	 165.707	  -3.499%	 171.618
     216	   0.000%	 161.507	  -0.594%	 162.466	 -53.409%	 247.765	   8.783%	 147.322	   8.694%	 147.465	   1.833%	 158.546	  11.884%	 142.313	   8.771%	 147.341	   8.577%	 147.654	  -5.539%	 170.453	  -4.050%	 168.048	   0.354%	 160.936	  -3.501%	 167.161
     217	   0.000%	 164.873	  -0.560%	 165.797	 -52.478%	 251.395	   8.546%	 150.782	   8.389%	 151.041	   2.009%	 161.561	  11.357%	 146.148	   8.416%	 150.997	   8.412%	 151.004	  -5.652%	 174.191	  -4.072%	 171.586	   0.194%	 164.553	  -3.442%	 170.548
     218	   0.000%	 165.914	  -0.519%	 166.775	 -52.392%	 252.840	   8.443%	 151.905	   8.563%	 151.706	   1.772%	 162.974	  11.437%	 146.939	   8.419%	 151.945	   8.500%	 151.812	  -5.570%	 175.156	  -4.049%	 172.632	   0.126%	 165.705	  -3.306%	 171.399
     219	   0.000%	 167.029	  -0.248%	 167.443	 -51.795%	 253.542	   8.450%	 152.915	   8.571%	 152.712	   1.795%	 164.031	  11.484%	 147.848	   8.420%	 152.965	   8.498%	 152.836	  -5.441%	 176.117	  -3.845%	 173.451	   0.184%	 166.722	  -3.344%	 172.614
     220	   0.000%	 162.252	  -0.453%	 162.988	 -53.419%	 248.925	   8.689%	 148.154	   8.770%	 148.023	   1.853%	 159.245	  11.719%	 143.238	   8.640%	 148.234	   8.560%	 148.364	  -5.539%	 171.239	  -4.212%	 169.086	   0.247%	 161.852	  -3.616%	 168.119
     221	   0.000%	 166.431	  -0.133%	 166.652	 -51.992%	 252.962	   8.847%	 151.707	   8.654%	 152.027	   2.271%	 162.650	  11.826%	 146.748	   8.685%	 151.976	   8.669%	 152.002	  -5.153%	 175.007	  -3.717%	 172.617	   0.510%	 165.581	  -3.152%	 171.677
     222	   0.000%	 166.821	  -0.570%	 167.772	 -51.883%	 253.372	   8.286%	 152.998	   8.445%	 152.734	   1.755%	 163.893	  11.336%	 147.910	   8.417%	 152.779	   8.388%	 152.828	  -5.523%	 176.035	  -3.935%	 173.386	   0.127%	 166.609	  -3.477%	 172.622
     223	   0.000%	 167.792	  -0.480%	 168.598	 -51.778%	 254.672	   8.896%	 152.866	   8.413%	 153.676	   1.796%	 164.779	  11.414%	 148.641	   8.335%	 153.807	   8.396%	 153.705	  -5.474%	 176.977	  -4.047%	 174.583	   0.149%	 167.542	  -3.539%	 173.731
     224	   0.000%	 157.609	  -0.574%	 158.514	 -62.604%	 256.279	   9.003%	 143.419	   8.612%	 144.035	   1.615%	 155.064	  11.953%	 138.770	   8.838%	 143.680	   8.783%	 143.767	  -3.530%	 163.172	  -4.116%	 164.096	   0.248%	 157.218	  -3.424%	 163.006
     225	   0.000%	 168.451	  -0.208%	 168.801	 -56.379%	 263.422	   8.341%	 154.400	   8.469%	 154.185	   1.691%	 165.602	  11.387%	 149.270	   8.332%	 154.415	   8.633%	 153.909	  -2.914%	 173.359	  -3.480%	 174.313	   0.751%	 167.187	  -2.732%	 173.052
     226	   0.000%	 169.679	  -0.440%	 170.425	 -56.025%	 264.741	   9.097%	 154.242	   8.643%	 155.013	   1.837%	 166.561	  11.678%	 149.864	   8.314%	 155.572	   8.404%	 155.419	  -2.730%	 174.310	  -3.086%	 174.916	   0.993%	 167.995	  -3.060%	 174.870
     227	   0.000%	 170.868	  -0.782%	 172.204	 -55.849%	 266.296	   8.031%	 157.146	   8.475%	 156.387	   1.330%	 168.596	  11.027%	 152.026	   8.692%	 156.016	   8.138%	 156.962	  -3.411%	 176.697	  -3.539%	 176.915	   0.572%	 169.891	  -2.968%	 175.940
     228	   0.000%	 165.527	  -0.603%	 166.525	 -59.253%	 263.607	   8.360%	 151.689	   8.214%	 151.932	   1.277%	 163.414	  11.155%	 147.062	   8.553%	 151.370	   8.307%	 151.777	  -4.988%	 173.783	  -3.810%	 171.835	   0.696%	 164.376	  -2.974%	 170.451
     229	   0.000%	 169.015	  -0.761%	 170.301	 -58.120%	 267.247	   7.656%	 156.076	   8.218%	 155.126	   1.439%	 166.582	  11.171%	 150.134	   8.164%	 155.217	   8.225%	 155.114	  -4.881%	 177.264	  -3.326%	 174.636	   0.564%	 168.062	  -3.448%	 174.843
     230	   0.000%	 169.938	  -0.523%	 170.827	 -58.199%	 268.840	   8.797%	 154.989	   8.133%	 156.118	   1.176%	 167.941	  11.202%	 150.902	   8.155%	 156.079	   8.386%	 155.687	  -4.828%	 178.143	  -3.567%	 176.001	   0.383%	 169.288	  -3.153%	 175.296
     231	   0.000%	 171.487	  -0.379%	 172.137	 -56.691%	 268.705	   8.335%	 157.194	   8.608%	 156.724	   1.683%	 168.601	  11.168%	 152.336	   8.295%	 157.262	   8.394%	 157.092	  -4.318%	 178.891	  -3.147%	 176.883	   0.836%	 170.053	  -2.570%	 175.894
     232	   0.000%	 167.170	  -0.522%	 168.042	 -58.043%	 264.201	   8.992%	 152.139	   8.781%	 152.492	   2.089%	 163.677	  11.518%	 147.915	   9.098%	 151.961	   8.854%	 152.369	  -4.300%	 174.359	  -2.900%	 172.018	   0.908%	 165.652	  -2.501%	 171.351
     233	   0.000%	 171.426	  -0.468%	 172.228	 -56.818%	 268.827	   8.132%	 157.486	   8.590%	 156.700	   1.857%	 168.242	  11.252%	 152.136	   8.581%	 156.715	   8.594%	 156.693	  -4.296%	 178.791	  -3.239%	 176.978	   0.820%	 170.020	  -2.530%	 175.764
     234	   0.000%	 172.364	  -0.072%	 172.488	 -56.930%	 270.491	   8.501%	 157.711	   8.497%	 157.717	   1.612%	 169.585	  11.645%	 152.292	   8.605%	 157.531	   8.562%	 157.606	  -4.604%	 180.300	  -3.098%	 177.703	   0.891%	 170.827	  -2.424%	 176.541
     235	   0.000%	 172.485	  -0.896%	 174.031	 -56.900%	 270.629	   7.672%	 159.253	   8.034%	 158.628	   1.293%	 170.256	  11.003%	 153.507	   8.074%	 158.560	   7.870%	 158.911	  -4.950%	 181.022	  -3.544%	 178.599	   0.488%	 171.644	  -3.148%	 177.915
     236	   0.000%	 169.125	  -0.574%	 170.096	 -57.502%	 266.375	   8.560%	 154.648	   8.283%	 155.116	   1.359%	 166.827	  11.315%	 149.989	   8.335%	 155.029	   8.244%	 155.182	  -4.933%	 177.469	  -3.572%	 175.166	   0.600%	 168.111	  -3.037%	 174.261
     237	   0.000%	 173.094	  -0.575%	 174.089	 -56.729%	 271.289	   8.171%	 158.950	   8.367%	 158.611	   1.551%	 170.410	  11.581%	 153.047	   8.399%	 158.557	   8.629%	 158.159	  -4.349%	 180.623	  -3.553%	 179.245	   0.952%	 171.446	  -2.599%	 177.594
     238	   0.000%	 173.913	  -0.568%	 174.900	 -56.765%	 272.634	   8.337%	 159.414	   8.306%	 159.469	   1.799%	 170.784	  11.267%	 154.318	   8.292%	 159.492	   8.381%	 159.337	  -4.512%	 181.761	  -3.208%	 179.492	   0.771%	 172.573	  -2.653%	 178.528
     239	   0.000%	 174.591	  -0.215%	 174.967	 -56.426%	 273.106	   8.136%	 160.387	   8.294%	 160.111	   1.359%	 172.218	  11.451%	 154.599	   8.269%	 160.154	   8.101%	 160.447	  -4.599%	 182.620	  -3.567%	 180.820	   0.565%	 173.604	  -3.121%	 180.041
     240	   0.000%	 170.423	  -0.284%	 170.907	 -57.492%	 268.403	   8.950%	 155.171	   8.684%	 155.623	   2.003%	 167.010	  11.656%	 150.558	   8.470%	 155.989	   8.413%	 156.086	  -4.510%	 178.109	  -3.118%	 175.736	   0.709%	 169.214	  -3.051%	 175.623
     241	   0.000%	 173.719	  -0.360%	 174.344	 -56.406%	 271.707	   8.329%	 159.249	   8.186%	 159.498	   1.644%	 170.864	  11.223%	 154.223	   8.201%	 159.473	   8.158%	 159.547	  -4.405%	 181.371	  -3.333%	 179.509	   0.531%	 172.796	  -2.781%	 178.550
     242	   0.000%	 174.968	  -0.110%	 175.160	 -55.694%	 272.414	   8.247%	 160.538	   8.315%	 160.420	   1.948%	 171.559	  11.030%	 155.668	   8.376%	 160.312	   8.346%	 160.365	  -4.084%	 182.114	  -3.031%	 180.271	   0.864%	 173.456	  -2.832%	 179.923
     243	   0.000%	 174.981	  -0.666%	 176.147	 -56.939%	 274.612	   7.749%	 161.422	   7.848%	 161.249	   1.284%	 172.734	  11.035%	 155.672	   7.565%	 161.743	   7.923%	 161.116	  -4.833%	 183.437	  -3.776%	 181.588	   0.219%	 174.598	  -3.228%	 180.628
     244	   0.000%	 170.905	  -0.574%	 171.887	 -57.672%	 269.469	   8.276%	 156.760	   7.947%	 157.323	   1.349%	 168.599	  11.183%	 151.792	   8.048%	 157.151	   8.042%	 157.161	  -4.593%	 178.754	  -3.570%	 177.006	   0.342%	 170.320	  -3.103%	 176.208
     245	   0.000%	 174.973	  -0.084%	 175.120	 -55.931%	 272.836	   8.263%	 160.515	   8.309%	 160.434	   1.751%	 171.908	  11.367%	 155.084	   8.416%	 160.248	   8.137%	 160.736	  -4.161%	 182.253	  -3.358%	 180.848	   0.698%	 173.752	  -2.616%	 179.551
     246	   0.000%	 175.727	  -0.270%	 176.203	 -55.383%	 273.051	   8.186%	 161.342	   8.141%	 161.422	   1.306%	 173.433	  11.118%	 156.190	   8.280%	 161.177	   8.206%	 161.308	  -4.662%	 183.920	  -3.219%	 181.385	   0.743%	 174.423	  -2.624%	 180.338
     247	   0.000%	 176.906	  -0.289%	 177.418	 -55.511%	 275.108	   8.486%	 161.894	   8.453%	 161.952	   1.800%	 173.721	  11.345%	 156.836	   8.110%	 162.558	   8.413%	 162.023	  -4.373%	 184.641	  -3.003%	 182.218	   0.761%	 175.560	  -2.812%	 181.881
     248	   0.000%	 172.143	  -0.480%	 172.970	 -57.020%	 270.298	   8.433%	 157.626	   8.131%	 158.145	   1.652%	 169.299	  11.063%	 153.099	   8.279%	 157.891	   8.367%	 157.740	  -4.445%	 179.793	  -3.641%	 178.411	   0.679%	 170.974	  -3.126%	 177.524
     249	   0.000%	 176.037	  -0.082%	 176.181	 -55.718%	 274.121	   8.282%	 161.458	   8.441%	 161.178	   1.957%	 172.593	  11.253%	 156.227	   8.430%	 161.197	   8.237%	 161.538	  -4.244%	 183.508	  -3.019%	 181.352	   0.869%	 174.508	  -2.803%	 180.971
     250	   0.000%	 176.456	  -0.364%	 177.099	 -55.553%	 274.483	   7.956%	 162.418	   8.069%	 162.218	   1.562%	 173.699	  11.286%	 156.542	   8.205%	 161.979	   8.122%	 162.125	  -4.422%	 184.259	  -3.543%	 182.708	   0.414%	 175.726	  -2.848%	 181.482
     251	   0.000%	 177.228	  -0.500%	 178.113	 -55.419%	 275.446	   8.498%	 162.168	   7.888%	 163.248	   1.435%	 174.685	  11.068%	 157.613	   8.182%	 162.727	   8.029%	 162.998	  -4.294%	 184.838	  -3.440%	 183.325	   0.401%	 176.518	  -3.097%	 182.716
     252	   0.000%	 172.477	  -0.874%	 173.984	 -57.580%	 271.788	   7.748%	 159.113	   7.672%	 159.244	   1.178%	 170.445	  10.922%	 153.639	   7.959%	 158.750	   7.712%	 159.176	  -4.653%	 180.501	  -3.521%	 178.550	   0.689%	 171.288	  -3.016%	 177.679
     253	   0.000%	 176.511	  -0.409%	 177.233	 -55.625%	 274.695	   7.857%	 162.643	   8.365%	 161.746	   1.693%	 173.522	  11.064%	 156.982	   8.001%	 162.389	   8.247%	 161.955	  -4.525%	 184.498	  -3.455%	 182.610	   0.540%	 175.558	  -2.786%	 181.429
     254	   0.000%	 177.438	  -0.527%	 178.372	 -55.524%	 275.958	   7.816%	 163.570	   8.128%	 163.016	   1.564%	 174.663	  11.114%	 157.718	   8.142%	 162.992	   8.253%	 162.794	  -4.535%	 185.485	  -3.106%	 182.949	   0.438%	 176.660	  -2.666%	 182.169
     255	   0.000%	 178.462	  -0.244%	 178.898	 -55.411%	 277.349	   8.451%	 163.380	   8.105%	 163.998	   1.741%	 175.354	  11.087%	 158.676	   8.055%	 164.087	   8.290%	 163.667	  -4.621%	 186.708	  -3.264%	 184.288	   0.666%	 177.274	  -2.992%	 183.802
     256	   0.000%	 168.957	  -0.405%	 169.642	 -64.496%	 277.928	   8.689%	 154.277	   8.796%	 154.096	   2.115%	 165.385	  11.862%	 148.916	   8.740%	 154.191	   8.838%	 154.025	  -2.430%	 173.063	   1.346%	 166.683	   5.369%	 159.886	   1.263%	 166.824
     257	   0.000%	 179.356	  -0.210%	 179.733	 -58.999%	 285.173	   8.486%	 164.135	   7.813%	 165.343	   1.520%	 176.629	  10.641%	 160.271	   8.006%	 164.997	   7.912%	 165.166	  -2.444%	 183.739	   0.364%	 178.702	   4.650%	 171.016	   0.923%	 177.700
     258	   0.000%	 180.379	  -0.425%	 181.146	 -59.229%	 287.216	   8.657%	 164.763	   8.136%	 165.704	   1.693%	 177.326	  10.550%	 161.350	   8.271%	 165.460	   8.151%	 165.677	  -2.216%	 184.377	   0.651%	 179.205	   4.723%	 171.861	   1.011%	 178.555
     259	   0.000%	 181.843	  -0.456%	 182.672	 -58.956%	 289.051	   7.803%	 167.654	   7.888%	 167.499	   1.299%	 179.482	  10.800%	 162.205	   7.860%	 167.550	   7.816%	 167.631	  -2.440%	 186.280	   0.734%	 180.508	   4.396%	 173.849	   0.849%	 180.300
     260	   0.000%	 176.680	  -0.609%	 177.756	 -61.704%	 285.698	   8.209%	 162.176	   8.284%	 162.043	   1.346%	 174.301	  10.841%	 157.526	   7.885%	 162.748	   8.209%	 162.176	  -3.797%	 183.389	  -0.681%	 177.883	   3.190%	 171.043	  -0.541%	 177.635
     261	   0.000%	 180.381	  -0.230%	 180.796	 -60.769%	 289.997	   8.238%	 165.522	   8.128%	 165.720	   1.446%	 177.773	  10.861%	 160.791	   7.993%	 165.963	   7.894%	 166.141	  -3.712%	 187.077	  -0.841%	 181.897	   3.410%	 174.229	  -0.156%	 180.662
     262	   0.000%	 181.403	  -0.289%	 181.927	 -60.077%	 290.384	   8.020%	 166.855	   8.180%	 166.563	   1.590%	 178.519	  10.816%	 161.783	   8.112%	 166.687	   7.800%	 167.254	  -3.469%	 187.696	  -0.319%	 181.982	   3.249%	 175.509	  -0.075%	 181.539
     263	   0.000%	 181.827	  -0.337%	 182.439	 -60.495%	 291.823	   7.948%	 167.375	   7.754%	 167.727	   1.470%	 179.154	  10.373%	 162.965	   7.863%	 167.529	   7.780%	 167.681	  -3.707%	 188.567	  -0.886%	 183.437	   2.777%	 176.778	  -0.402%	 182.558
     264	   0.000%	 177.741	  -0.275%	 178.231	 -61.240%	 286.590	   8.094%	 163.355	   8.301%	 162.986	   1.430%	 175.200	  11.064%	 158.075	   8.224%	 163.125	   8.154%	 163.249	  -3.784%	 184.468	  -0.681%	 178.953	   3.042%	 172.335	  -0.106%	 177.929
     265	   0.000%	 182.070	  -0.442%	 182.875	 -59.980%	 291.276	   8.022%	 167.465	   7.975%	 167.550	   1.242%	 179.809	  10.780%	 162.443	   8.011%	 167.485	   8.017%	 167.473	  -3.378%	 188.220	  -0.894%	 183.698	   2.841%	 176.897	  -0.368%	 182.741
     266	   0.000%	 182.603	  -0.528%	 183.568	 -60.030%	 292.221	   7.422%	 169.050	   7.585%	 168.752	   1.332%	 180.172	  10.393%	 163.626	   7.800%	 168.361	   7.524%	 168.865	  -3.607%	 189.190	  -0.924%	 184.291	   3.012%	 177.103	  -0.442%	 183.410
     267	   0.000%	 183.751	  -0.574%	 184.806	 -59.902%	 293.820	   7.731%	 169.545	   7.888%	 169.256	   1.831%	 180.386	  10.582%	 164.307	   7.782%	 169.451	   7.913%	 169.210	  -3.563%	 190.298	  -0.937%	 185.473	   2.541%	 179.081	  -0.431%	 184.542
     268	   0.000%	 180.179	  -0.370%	 180.846	 -60.723%	 289.590	   8.006%	 165.754	   7.587%	 166.508	   1.388%	 177.679	  10.593%	 161.092	   7.646%	 166.403	   7.919%	 165.910	  -3.867%	 187.146	  -1.016%	 182.010	   3.188%	 174.435	  -0.482%	 181.048
     269	   0.000%	 183.907	  -0.239%	 184.347	 -59.431%	 293.204	   8.113%	 168.986	   8.048%	 169.105	   1.430%	 181.278	  10.417%	 164.748	   8.006%	 169.182	   8.134%	 168.947	  -3.392%	 190.144	  -0.820%	 185.414	   2.930%	 178.519	  -0.285%	 184.430
     270	   0.000%	 184.440	  -0.435%	 185.243	 -59.480%	 294.146	   7.823%	 170.011	   7.737%	 170.170	   1.731%	 181.247	  10.504%	 165.067	   7.993%	 169.698	   7.805%	 170.044	  -3.575%	 191.035	  -0.877%	 186.058	   2.809%	 179.259	  -0.668%	 185.673
     271	   0.000%	 185.362	  -0.354%	 186.018	 -59.242%	 295.174	   7.598%	 171.278	   7.552%	 171.363	   1.578%	 182.437	  10.527%	 165.849	   7.758%	 170.982	   7.815%	 170.876	  -3.457%	 191.769	  -0.921%	 187.069	   3.112%	 179.594	  -0.517%	 186.321
     272	   0.000%	 181.400	  -0.191%	 181.747	 -60.106%	 290.433	   8.213%	 166.502	   8.315%	 166.316	   1.643%	 178.420	  10.852%	 161.714	   8.072%	 166.757	   8.035%	 166.825	  -3.551%	 187.842	  -0.667%	 182.610	   2.844%	 176.241	  -0.019%	 181.435
