ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	1	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     444	   0.000%	 244.302	  -0.334%	 245.118	 -69.955%	 415.204	  -9.882%	 268.444	   0.538%	 242.989	   0.924%	 242.046	  -4.953%	 256.402	   1.748%	 240.033	   1.015%	 241.824	 -13.263%	 276.703	  -8.794%	 265.786	  -7.791%	 263.337	  -1.320%	 247.527
     445	   0.000%	 243.833	  -0.636%	 245.384	 -70.501%	 415.738	 -10.394%	 269.177	   0.262%	 243.194	   0.813%	 241.850	  -6.922%	 260.710	   1.262%	 240.755	   0.640%	 242.272	 -13.543%	 276.856	  -9.173%	 266.200	  -9.269%	 266.433	  -1.491%	 247.469
     446	   0.000%	 244.670	  -0.558%	 246.035	 -69.912%	 415.723	  -9.276%	 267.366	   0.498%	 243.450	   1.203%	 241.727	  -6.313%	 260.116	   1.386%	 241.279	   1.356%	 241.351	 -13.446%	 277.568	  -8.999%	 266.688	  -8.852%	 266.328	  -1.295%	 247.838
     447	   0.000%	 244.757	  -0.539%	 246.075	 -70.489%	 417.284	 -10.043%	 269.337	  -0.107%	 245.018	   0.698%	 243.048	  -7.009%	 261.912	   1.233%	 241.739	   0.706%	 243.030	 -13.049%	 276.694	  -9.191%	 267.253	  -9.346%	 267.633	  -1.494%	 248.415
     448	   0.000%	 246.149	  -0.108%	 246.415	 -69.823%	 418.018	  -9.677%	 269.969	   0.696%	 244.435	   1.290%	 242.974	  -5.116%	 258.741	   1.417%	 242.660	   1.585%	 242.247	 -12.340%	 276.522	  -7.916%	 265.635	  -4.684%	 257.677	  -0.445%	 247.243
     449	   0.000%	 246.931	   0.372%	 246.013	 -70.505%	 421.028	  -9.463%	 270.297	   0.750%	 245.078	   1.173%	 244.035	  -6.171%	 262.168	   1.613%	 242.949	   1.374%	 243.538	 -12.205%	 277.068	  -7.320%	 265.007	  -5.975%	 261.686	  -0.029%	 247.003
     450	   0.000%	 246.318	  -0.047%	 246.435	 -71.765%	 423.088	  -9.236%	 269.067	   0.058%	 246.176	   1.262%	 243.208	  -6.831%	 263.144	   1.619%	 242.329	   1.053%	 243.725	 -12.480%	 277.058	  -7.355%	 264.435	  -6.845%	 263.178	  -0.256%	 246.949
     451	   0.000%	 246.983	  -0.465%	 248.131	 -72.502%	 426.052	  -9.724%	 271.000	   0.635%	 245.415	   1.555%	 243.144	  -7.022%	 264.327	   1.443%	 243.419	   0.862%	 244.854	 -12.305%	 277.374	  -7.136%	 264.608	  -6.845%	 263.889	   0.331%	 246.165
     452	   0.000%	 247.946	  -0.308%	 248.710	 -72.104%	 426.724	  -9.172%	 270.688	   0.849%	 245.840	   1.415%	 244.436	  -4.902%	 260.100	   2.070%	 242.812	   1.131%	 245.143	 -12.089%	 277.921	  -7.381%	 266.246	  -5.956%	 262.715	   0.716%	 246.171
     453	   0.000%	 247.387	  -0.100%	 247.635	 -72.879%	 427.679	 -10.232%	 272.699	   0.530%	 246.075	   1.189%	 244.445	  -6.655%	 263.851	   1.179%	 244.469	   0.986%	 244.948	 -12.784%	 279.012	  -7.929%	 267.002	  -7.108%	 264.970	   1.012%	 244.882
     454	   0.000%	 247.531	  -0.282%	 248.230	 -73.009%	 428.251	  -9.138%	 270.149	   0.015%	 247.493	   0.922%	 245.249	  -7.115%	 265.143	   1.202%	 244.555	   0.391%	 246.564	 -13.033%	 279.792	  -7.821%	 266.889	  -7.673%	 266.524	   0.514%	 246.259
     455	   0.000%	 247.915	  -0.017%	 247.957	 -73.042%	 428.996	 -10.230%	 273.277	   0.383%	 246.965	   1.157%	 245.046	  -7.164%	 265.675	   1.207%	 244.923	   0.985%	 245.472	 -13.085%	 280.355	  -8.403%	 268.747	  -8.307%	 268.508	   0.962%	 245.531
     456	   0.000%	 248.129	  -0.225%	 248.688	 -73.851%	 431.375	  -9.544%	 271.810	   0.501%	 246.887	   0.993%	 245.666	  -5.820%	 262.570	   1.942%	 243.311	   0.710%	 246.366	 -13.298%	 281.124	  -7.890%	 267.705	  -6.718%	 264.798	   0.288%	 247.415
     457	   0.000%	 247.693	  -0.561%	 249.081	 -74.160%	 431.382	 -10.819%	 274.492	  -0.144%	 248.049	   0.912%	 245.434	  -7.007%	 265.049	   1.060%	 245.067	   0.600%	 246.208	 -13.900%	 282.121	  -8.471%	 268.674	  -8.000%	 267.508	   1.090%	 244.993
     458	   0.000%	 248.065	  -0.343%	 248.916	 -73.780%	 431.086	  -9.366%	 271.297	  -0.201%	 248.563	   0.684%	 246.368	  -7.545%	 266.782	   1.068%	 245.416	   0.859%	 245.934	 -13.754%	 282.184	  -8.599%	 269.397	  -8.686%	 269.611	   0.497%	 246.831
     459	   0.000%	 250.530	   0.343%	 249.671	 -71.830%	 430.487	  -9.113%	 273.361	   0.973%	 248.092	   1.643%	 246.414	  -6.893%	 267.798	   2.063%	 245.362	   0.676%	 248.836	 -12.222%	 281.149	  -7.746%	 269.936	  -7.790%	 270.046	   1.038%	 247.930
     460	   0.000%	 251.395	   0.297%	 250.648	 -71.165%	 430.300	  -9.022%	 274.075	   1.248%	 248.257	   2.086%	 246.151	  -4.895%	 263.700	   2.662%	 244.702	   1.872%	 246.689	 -12.268%	 282.236	  -7.317%	 269.790	  -5.613%	 265.506	   1.495%	 247.636
     461	   0.000%	 249.666	  -0.559%	 251.061	 -73.202%	 432.427	 -10.647%	 276.248	   0.440%	 248.569	   0.800%	 247.668	  -7.206%	 267.658	   1.501%	 245.920	   0.812%	 247.640	 -13.350%	 282.997	  -7.751%	 269.018	  -8.175%	 270.078	   0.272%	 248.987
     462	   0.000%	 250.766	  -0.468%	 251.941	 -72.619%	 432.870	  -8.821%	 272.885	   0.827%	 248.692	   1.361%	 247.352	  -6.738%	 267.663	   2.112%	 245.469	   0.928%	 248.440	 -12.593%	 282.346	  -7.807%	 270.343	  -7.445%	 269.436	   0.648%	 249.142
     463	   0.000%	 250.954	   0.451%	 249.823	 -73.163%	 434.560	 -10.103%	 276.308	   0.875%	 248.759	   1.471%	 247.262	  -7.194%	 269.007	   1.526%	 247.124	   1.427%	 247.372	 -12.512%	 282.354	  -7.864%	 270.690	  -8.180%	 271.483	   0.479%	 249.752
     464	   0.000%	 251.253	   0.114%	 250.967	 -72.366%	 433.074	  -9.432%	 274.951	   0.652%	 249.616	   0.962%	 248.836	  -5.952%	 266.208	   1.950%	 246.354	   1.212%	 248.209	 -12.974%	 283.850	  -7.708%	 270.619	  -6.894%	 268.575	   0.459%	 250.101
     465	   0.000%	 251.113	  -0.460%	 252.267	 -72.318%	 432.715	 -10.533%	 277.563	   0.034%	 251.027	   1.281%	 247.897	  -7.067%	 268.860	   1.609%	 247.073	   1.067%	 248.435	 -12.929%	 283.581	  -8.111%	 271.482	  -7.333%	 269.527	   0.367%	 250.193
     466	   0.000%	 251.509	  -0.324%	 252.323	 -72.442%	 433.707	  -8.897%	 273.886	  -0.022%	 251.564	   0.640%	 249.900	  -7.190%	 269.592	   1.745%	 247.120	   0.921%	 249.193	 -13.136%	 284.548	  -8.415%	 272.674	  -8.264%	 272.293	   0.503%	 250.244
     467	   0.000%	 251.130	  -1.019%	 253.688	 -72.870%	 434.127	 -10.748%	 278.122	  -0.060%	 251.280	   0.371%	 250.199	  -7.888%	 270.939	   1.266%	 247.949	   0.748%	 249.252	 -13.143%	 284.136	  -8.727%	 273.046	  -8.417%	 272.269	   0.146%	 250.763
     468	   0.000%	 252.859	  -0.171%	 253.291	 -72.690%	 436.664	  -9.200%	 276.123	   0.867%	 250.668	   1.516%	 249.027	  -6.043%	 268.140	   2.135%	 247.461	   1.081%	 250.126	 -12.784%	 285.186	  -7.905%	 272.847	  -5.989%	 268.003	   1.016%	 250.290
     469	   0.000%	 252.133	  -0.083%	 252.342	 -72.363%	 434.584	 -10.540%	 278.707	   0.462%	 250.968	   1.034%	 249.526	  -6.973%	 269.714	   1.344%	 248.745	   0.721%	 250.314	 -13.778%	 286.871	  -8.427%	 273.380	  -7.423%	 270.848	   0.687%	 250.401
     470	   0.000%	 252.461	  -0.299%	 253.217	 -72.068%	 434.405	  -9.198%	 275.683	   0.511%	 251.170	   0.740%	 250.592	  -7.469%	 271.318	   1.255%	 249.293	   0.778%	 250.497	 -13.174%	 285.720	  -7.594%	 271.633	  -7.767%	 272.070	   0.343%	 251.597
     471	   0.000%	 252.922	  -0.219%	 253.475	 -72.557%	 436.434	 -10.420%	 279.276	   0.517%	 251.613	   1.318%	 249.588	  -7.727%	 272.464	   1.921%	 248.062	   0.713%	 251.119	 -13.744%	 287.683	  -7.416%	 271.678	  -8.467%	 274.337	   0.744%	 251.040
     472	   0.000%	 253.323	  -0.465%	 254.502	 -72.343%	 436.586	 -10.429%	 279.743	   0.491%	 252.078	   1.372%	 249.848	  -6.376%	 269.476	   1.797%	 248.771	   0.957%	 250.898	 -13.184%	 286.722	  -8.246%	 274.213	  -6.695%	 270.284	   0.851%	 251.168
     473	   0.000%	 254.550	  -0.503%	 255.831	 -71.584%	 436.766	 -10.384%	 280.982	   0.421%	 253.478	   1.744%	 250.110	  -6.685%	 271.567	   1.611%	 250.449	   1.112%	 251.719	 -12.724%	 286.938	  -7.562%	 273.801	  -7.888%	 274.628	   1.027%	 251.936
     474	   0.000%	 253.828	  -0.691%	 255.581	 -72.165%	 437.004	  -9.645%	 278.311	   0.265%	 253.155	   1.406%	 250.260	  -7.709%	 273.395	   1.870%	 249.081	   0.707%	 252.034	 -12.929%	 286.646	  -8.241%	 274.745	  -9.112%	 276.958	   1.046%	 251.173
     475	   0.000%	 254.103	  -0.493%	 255.354	 -72.892%	 439.323	 -10.217%	 280.063	   0.777%	 252.128	   0.619%	 252.529	  -7.968%	 274.350	   1.283%	 250.844	   0.591%	 252.602	 -13.741%	 289.020	  -8.514%	 275.737	  -8.772%	 276.393	   0.541%	 252.728
     476	   0.000%	 255.733	   0.452%	 254.578	 -71.586%	 438.803	  -9.243%	 279.371	   0.929%	 253.357	   0.885%	 253.471	  -5.527%	 269.867	   2.471%	 249.413	   0.893%	 253.449	 -12.582%	 287.909	  -7.576%	 275.109	  -6.428%	 272.171	   0.507%	 254.437
     477	   0.000%	 255.548	  -0.484%	 256.784	 -71.447%	 438.130	  -9.591%	 280.057	   0.724%	 253.699	   1.589%	 251.487	  -7.166%	 273.860	   1.370%	 252.047	   1.251%	 252.350	 -12.928%	 288.584	  -7.861%	 275.638	  -7.945%	 275.850	   0.733%	 253.676
     478	   0.000%	 256.433	  -0.354%	 257.340	 -70.985%	 438.463	  -8.636%	 278.580	   1.277%	 253.158	   1.798%	 251.823	  -7.255%	 275.038	   2.175%	 250.855	   0.762%	 254.478	 -12.617%	 288.787	  -7.552%	 275.799	  -8.048%	 277.070	   0.842%	 254.273
     479	   0.000%	 256.046	  -0.285%	 256.775	 -71.717%	 439.675	 -10.392%	 282.655	   0.390%	 255.048	   1.330%	 252.641	  -7.338%	 274.835	   2.062%	 250.767	   1.206%	 252.957	 -13.195%	 289.832	  -8.218%	 277.088	  -8.438%	 277.650	  -0.042%	 256.154
     480	   0.000%	 256.140	  -0.335%	 257.000	 -72.590%	 442.072	 -10.545%	 283.152	   1.021%	 253.526	   0.497%	 254.869	  -6.589%	 273.018	   1.386%	 252.590	   0.994%	 253.593	 -12.914%	 289.218	  -7.929%	 276.449	  -6.936%	 273.905	   0.480%	 254.910
     481	   0.000%	 257.190	   0.259%	 256.523	 -72.281%	 443.089	  -9.893%	 282.634	   0.241%	 256.570	   0.961%	 254.718	  -6.753%	 274.559	   2.057%	 251.901	   0.876%	 254.937	 -11.924%	 287.856	  -8.070%	 277.946	  -7.890%	 277.483	   1.072%	 254.434
     482	   0.000%	 256.277	   0.214%	 255.728	 -74.288%	 446.660	  -9.848%	 281.515	   0.515%	 254.958	   0.745%	 254.367	  -8.043%	 276.891	   1.036%	 253.623	   0.404%	 255.243	 -11.982%	 286.984	  -8.154%	 277.173	  -8.771%	 278.756	   0.101%	 256.019
     483	   0.000%	 257.708	  -0.488%	 258.965	 -74.013%	 448.447	 -10.037%	 283.575	   0.363%	 256.774	   1.992%	 252.576	  -7.558%	 277.187	   1.030%	 255.053	   0.960%	 255.235	 -12.484%	 289.882	  -7.431%	 276.858	  -8.325%	 279.163	   0.902%	 255.385
     484	   0.000%	 257.124	  -0.396%	 258.142	 -74.311%	 448.195	 -10.324%	 283.669	  -0.255%	 257.781	   1.076%	 254.357	  -6.898%	 274.861	   0.971%	 254.627	   0.507%	 255.820	 -12.866%	 290.205	  -8.291%	 278.441	  -7.291%	 275.871	   0.439%	 255.997
     485	   0.000%	 256.116	  -0.923%	 258.481	 -75.752%	 450.130	 -11.224%	 284.862	  -0.254%	 256.766	   0.645%	 254.465	  -8.063%	 276.766	   0.978%	 253.611	   0.090%	 255.886	 -13.447%	 290.557	  -8.924%	 278.971	  -9.071%	 279.350	  -0.032%	 256.199
     486	   0.000%	 258.802	   0.406%	 257.753	 -74.842%	 452.495	  -9.061%	 282.254	   0.546%	 257.390	   1.338%	 255.339	  -7.340%	 277.799	   1.511%	 254.891	   0.541%	 257.401	 -13.046%	 292.566	  -7.816%	 279.031	  -8.294%	 280.268	   0.333%	 257.939
     487	   0.000%	 257.058	  -0.523%	 258.403	 -76.599%	 453.961	 -11.001%	 285.336	  -0.001%	 257.060	   0.130%	 256.724	  -8.599%	 279.163	   0.603%	 255.509	  -0.106%	 257.329	 -14.110%	 293.330	  -8.841%	 279.785	  -9.352%	 281.099	  -0.618%	 258.645
     488	   0.000%	 260.597	  -0.010%	 260.624	 -73.236%	 451.449	  -9.776%	 286.074	   1.181%	 257.520	   1.990%	 255.412	  -5.974%	 276.165	   1.735%	 256.077	   1.636%	 256.333	 -12.493%	 293.154	  -7.432%	 279.965	  -6.629%	 277.872	   1.527%	 256.617
     489	   0.000%	 258.045	  -1.048%	 260.749	 -75.527%	 452.939	 -11.341%	 287.310	  -0.186%	 258.524	   1.433%	 254.348	  -7.805%	 278.187	   1.374%	 254.500	   0.279%	 257.326	 -13.641%	 293.246	  -8.238%	 279.302	  -8.863%	 280.915	   0.268%	 257.354
     490	   0.000%	 261.201	   0.111%	 260.911	 -73.543%	 453.296	  -8.971%	 284.632	   1.507%	 257.264	   1.541%	 257.175	  -7.152%	 279.883	   1.838%	 256.400	   1.088%	 258.358	 -12.584%	 294.072	  -7.031%	 279.567	  -7.483%	 280.746	   1.309%	 257.783
     491	   0.000%	 260.884	   0.295%	 260.115	 -73.453%	 452.513	  -9.658%	 286.081	   0.856%	 258.652	   1.429%	 257.157	  -7.627%	 280.781	   1.696%	 256.460	   1.295%	 257.505	 -12.898%	 294.533	  -7.194%	 279.651	  -8.177%	 282.217	   0.936%	 258.441
     492	   0.000%	 261.799	  -0.090%	 262.034	 -74.027%	 455.601	  -9.603%	 286.939	   1.143%	 258.807	   1.853%	 256.949	  -5.794%	 276.967	   1.809%	 257.064	   1.595%	 257.624	 -12.305%	 294.013	  -6.630%	 279.155	  -6.410%	 278.580	   1.663%	 257.445
     493	   0.000%	 259.929	   0.297%	 259.158	 -75.533%	 456.261	 -10.605%	 287.493	   0.198%	 259.415	   0.299%	 259.151	  -7.955%	 280.606	   1.486%	 256.066	   0.567%	 258.455	 -12.594%	 292.664	  -8.201%	 281.245	  -8.526%	 282.090	   0.387%	 258.923
     494	   0.000%	 259.540	  -1.040%	 262.239	 -75.174%	 454.645	 -10.170%	 285.936	   0.294%	 258.777	   0.264%	 258.856	  -8.123%	 280.621	   1.201%	 256.423	   0.378%	 258.558	 -13.435%	 294.409	  -8.785%	 282.341	  -9.530%	 284.275	  -0.166%	 259.970
     495	   0.000%	 261.480	  -0.265%	 262.174	 -74.688%	 456.774	  -9.955%	 287.509	   0.448%	 260.309	   0.879%	 259.181	  -7.733%	 281.701	   1.750%	 256.905	   1.682%	 257.083	 -12.968%	 295.388	  -8.182%	 282.874	  -9.241%	 285.643	   0.223%	 260.896
     496	   0.000%	 260.244	  -1.241%	 263.472	 -75.144%	 455.802	 -10.672%	 288.016	  -0.384%	 261.242	   0.341%	 259.358	  -6.609%	 277.444	   0.433%	 259.118	   0.314%	 259.426	 -13.914%	 296.454	  -8.454%	 282.245	  -8.105%	 281.338	  -0.057%	 260.393
     497	   0.000%	 262.761	   0.005%	 262.749	 -73.981%	 457.155	 -10.350%	 289.958	   0.766%	 260.748	   1.623%	 258.498	  -7.505%	 282.480	   1.852%	 257.895	   1.317%	 259.301	 -12.119%	 294.606	  -7.356%	 282.091	  -7.930%	 283.597	   1.012%	 260.103
     498	   0.000%	 262.228	  -0.483%	 263.493	 -74.631%	 457.930	  -9.900%	 288.189	   0.204%	 261.692	   0.911%	 259.838	  -8.273%	 283.922	   1.616%	 257.991	   0.848%	 260.005	 -12.957%	 296.204	  -8.098%	 283.462	  -8.264%	 283.898	   0.357%	 261.293
     499	   0.000%	 263.336	   0.471%	 262.095	 -73.362%	 456.525	  -9.186%	 287.525	   0.535%	 261.928	   1.806%	 258.580	  -7.730%	 283.694	   1.593%	 259.140	   1.486%	 259.423	 -12.345%	 295.846	  -7.578%	 283.291	  -8.875%	 286.706	   1.246%	 260.056
     500	   0.000%	 262.703	  -0.373%	 263.684	 -74.371%	 458.077	 -10.473%	 290.214	   0.657%	 260.976	   1.290%	 259.313	  -6.860%	 280.723	   2.064%	 257.281	   1.099%	 259.816	 -13.178%	 297.322	  -8.342%	 284.618	  -7.633%	 282.754	   1.097%	 259.820
     501	   0.000%	 265.155	   0.822%	 262.975	 -72.197%	 456.589	  -9.559%	 290.500	   1.671%	 260.724	   2.218%	 259.274	  -7.145%	 284.099	   2.054%	 259.710	   1.082%	 262.287	 -12.372%	 297.960	  -7.004%	 283.726	  -7.881%	 286.052	   0.839%	 262.929
     502	   0.000%	 264.514	   0.302%	 263.714	 -73.038%	 457.710	  -8.834%	 287.882	   0.500%	 263.192	   1.546%	 260.426	  -7.605%	 284.630	   2.114%	 258.921	   1.236%	 261.245	 -12.789%	 298.343	  -7.426%	 284.157	  -8.614%	 287.299	   0.808%	 262.376
     503	   0.000%	 263.502	  -0.349%	 264.423	 -74.986%	 461.092	 -10.790%	 291.933	   0.639%	 261.819	   0.862%	 261.231	  -8.293%	 285.354	   1.330%	 259.997	   0.862%	 261.230	 -13.017%	 297.803	  -8.018%	 284.629	  -8.905%	 286.967	   0.425%	 262.383
     504	   0.000%	 263.540	  -0.965%	 266.083	 -74.188%	 459.053	 -10.734%	 291.829	   0.592%	 261.981	   0.824%	 261.369	  -7.158%	 282.403	   1.645%	 259.206	  -0.016%	 263.583	 -12.894%	 297.521	  -8.023%	 284.682	  -8.154%	 285.029	   0.187%	 263.048
     505	   0.000%	 264.596	  -0.670%	 266.367	 -73.707%	 459.620	 -10.261%	 291.746	  -0.031%	 264.678	   1.503%	 260.619	  -7.842%	 285.344	   1.092%	 261.706	   1.000%	 261.950	 -12.539%	 297.772	  -7.245%	 283.765	  -8.627%	 287.422	  -0.028%	 264.670
     506	   0.000%	 266.318	   0.301%	 265.516	 -72.182%	 458.551	  -8.939%	 290.125	   0.459%	 265.094	   1.120%	 263.336	  -7.711%	 286.853	   1.753%	 261.648	   1.313%	 262.821	 -12.218%	 298.857	  -7.323%	 285.822	  -8.485%	 288.915	   0.886%	 263.958
     507	   0.000%	 266.119	  -0.250%	 266.785	 -73.111%	 460.681	 -10.621%	 294.384	   0.435%	 264.961	   2.246%	 260.142	  -7.837%	 286.976	   2.044%	 260.681	   0.980%	 263.511	 -12.075%	 298.252	  -7.521%	 286.134	  -8.745%	 289.390	   0.516%	 264.745
     508	   0.000%	 266.790	   0.322%	 265.932	 -72.161%	 459.310	  -9.855%	 293.083	   0.242%	 266.145	   1.715%	 262.214	  -6.123%	 283.126	   2.486%	 260.158	   1.480%	 262.841	 -12.039%	 298.908	  -7.210%	 286.024	  -7.293%	 286.246	   0.460%	 265.562
     509	   0.000%	 266.564	   0.114%	 266.261	 -73.186%	 461.651	 -10.620%	 294.874	   0.442%	 265.385	   1.108%	 263.612	  -7.658%	 286.977	   1.230%	 263.285	   1.179%	 263.422	 -12.488%	 299.852	  -7.883%	 287.576	  -9.037%	 290.654	   0.713%	 264.663
     510	   0.000%	 267.157	   0.589%	 265.584	 -72.841%	 461.755	  -8.911%	 290.963	   0.567%	 265.642	   1.246%	 263.828	  -7.768%	 287.910	   2.106%	 261.532	   1.130%	 264.139	 -11.751%	 298.550	  -7.791%	 287.971	  -8.449%	 289.729	   0.882%	 264.801
     511	   0.000%	 267.476	  -0.311%	 268.308	 -72.888%	 462.433	 -10.377%	 295.233	   0.949%	 264.938	   1.422%	 263.672	  -7.835%	 288.433	   1.574%	 263.267	   0.761%	 265.441	 -12.165%	 300.015	  -7.431%	 287.353	  -9.245%	 292.205	   0.606%	 265.856
     512	   0.000%	 268.033	   0.109%	 267.740	 -72.833%	 463.248	  -9.691%	 294.009	   0.806%	 265.873	   1.358%	 264.392	  -6.576%	 285.659	   2.041%	 262.562	   1.560%	 263.851	 -11.956%	 300.080	  -6.787%	 286.224	  -4.400%	 279.826	   1.355%	 264.401
